,Adj Close
JKHY,142.50792694091797
JEC,86.99916670057509
JBHT,105.33805571662054
JEF,19.153284549713135
SJM,109.32570457458496
JNJ,129.66432359483508
JCI,42.428307957119415
JPM,111.44055620829265
JNPR,24.05454201168484
KSU,124.40045420328777
K,62.80659580230713
KEY,16.785673512352837
KEYS,93.22861120435927
KMB,136.68594657050238
KIM,19.09444448682997
KMI,20.301666683620876
KLAC,143.20677057902017
KSS,48.14548089769151
KHC,27.278640429178875
KR,23.868873172336155
LB,19.477894597583347
LHX,210.09329393174914
LH,167.72444449530707
LRCX,213.59249962700738
LW,69.59499994913737
LEG,38.74987252553304
LDOS,84.53931427001953
LEN,51.1894441180759
LLY,111.88841162787543
LNC,55.948611153496635
LIN,188.44927469889322
LKQ,27.207222249772812
LMT,379.0396889580621
L,49.68808290693495
LOW,105.8088887532552
LYB,77.29448382059734
MTB,150.25808758205838
MAC,30.2515516810947
M,16.629797750049168
MRO,12.542251692877876
MPC,49.73318354288737
MKTX,367.4911931355794
MAR,129.13039906819662
MMC,98.78805647956
MLM,254.53919559054904
MAS,40.32388877868652
MA,275.82611168755426
MKC,161.74416563245984
MXIM,55.21017466651069
MCD,214.8851398891873
MCK,143.11159345838757
MDT,106.0200006696913
MRK,84.29309378729926
MET,46.12861993577745
MTD,685.4566650390625
MGM,28.403988891177708
MCHP,89.03764343261719
MU,45.626944330003525
MSFT,136.8426102532281
MAA,125.79222276475694
MHK,118.0458329518636
TAP,52.66006109449599
MDLZ,54.529722425672745
MNST,58.29333337148031
MCO,213.69134775797525
MS,41.686666912502716
MOS,20.53240262137519
MSI,172.6428985595703
MSCI,228.70230102539062
MYL,19.842500103844536
NDAQ,98.61574130588107
NOV,20.93814378314548
NKTR,20.35000006357829
NTAP,49.72749996185303
NFLX,298.0127758449978
NWL,16.520641962687176
NEM,38.789393742879234
NWSA,13.723287052578396
NWS,14.0877173476749
NEE,218.25825203789606
NLSN,21.319467279646133
NKE,83.90648735894098
NI,29.18833324644301
NBL,22.62527757220798
JWN,29.882096661461723
NSC,176.47638829549155
NTRS,89.80148315429688
NOC,363.9580832587348
NCLH,50.88166639539931
NRG,36.19138876597086
NUE,50.47388871510824
NVDA,167.26919809977213
ORLY,384.15110778808594
OXY,44.84950362311469
OMC,77.1743761698405
OKE,71.03138838873969
ORCL,53.439166916741264
PCAR,66.72128772735596
PKG,100.96407106187608
PH,167.992126888699
PAYX,82.07055536905925
PYPL,106.73277770148383
PNR,36.59888871510824
PBCT,15.02805561489529
PEP,132.3586014641656
PKI,83.33250003390842
PRGO,49.65501403808594
PFE,36.018055809868706
PM,77.72194417317708
PSX,99.34054183959961
PNW,93.93944401211209
PXD,127.58416599697537
PNC,131.7530549367269
PPG,113.21420436435275
PPL,29.59964238272773
PFG,54.17210631900363
PG,119.40388912624783
PGR,76.7950005001492
PLD,82.47674200269911
PRU,83.602114783393
PEG,59.02177821265327
PSA,254.041136847602
PHM,33.23978402879503
PVH,78.96436670091417
QRVO,72.82333289252387
PWR,34.66749986012777
QCOM,74.46912723117404
DGX,102.4027779897054
RL,92.77527830335829
RJF,79.22944429185655
RTN,186.75277794731988
O,73.12475395202637
REG,65.7658749686347
REGN,292.5024990505642
RF,14.756369590759277
RSG,88.1658329433865
RMD,133.99446635776096
RHI,55.03414620293511
ROK,154.8175688849555
ROL,33.29320674472385
ROP,357.55472056070965
ROST,105.48857858445909
RCL,107.56114768981934
CRM,149.13000106811523
SBAC,255.3535245259603
SLB,34.48189931445651
STX,49.40277777777778
SEE,41.7656381395128
SRE,138.9422844780816
SHW,524.4630093044705
SPG,151.70680787828235
SWKS,77.77707947625055
SLG,79.56833436754015
SNA,151.13090218438043
SO,58.41426266564263
LUV,51.747914738125274
SPGI,255.93200302124023
SWK,137.2644280327691
SBUX,94.54126018948025
STT,53.757500118679474
SYK,217.1702774895562
STI,62.51194794972738
SIVB,202.38750076293945
SYMC,23.21111101574368
SYF,33.43138869603475
SNPS,134.43972248501248
SYY,73.875
TMUS,78.19777806599934
TROW,110.61462020874023
TTWO,128.70083279079861
TPR,23.782625516255695
TGT,97.50775252448187
TEL,91.3174279530843
FTI,24.621318446265327
TFX,356.01255289713544
TXN,124.26111030578613
TXT,46.86367056104872
TMO,282.3799650404188
TIF,87.52821095784505
TWTR,42.33222230275472
TJX,53.95729764302572
TSS,131.44074451222139
TSCO,101.08174408806696
TDG,515.6936916775173
TRV,146.6030756632487
TRIP,39.67305586073134
TSN,86.99917093912761
UDR,47.509999910990395
ULTA,290.3527789645725
USB,53.39916684892442
UAA,19.780000103844536
UA,17.815555466545952
UNP,165.3309088812934
UAL,86.02194425794814
UNH,236.1803266737196
UPS,117.44816907246907
URI,115.46499994066026
UTX,130.34308030870227
UHS,147.45883560180664
UNM,27.575555589463974
VFC,83.25181282891168
VLO,78.54708544413249
VAR,111.04388893975153
VTR,72.09527799818251
VRSN,201.80305692884656
VRSK,157.1597171359592
VZ,57.538055419921875
VRTX,179.00805452134875
VIAB,26.467193020714653
V,177.83147769504123
VNO,61.621110916137695
VMC,142.04498121473523
WAB,70.13019021352132
WMT,112.51734945509169
WBA,52.3878608279758
DIS,136.59166717529297
WM,116.52963299221463
WAT,214.24249988132053
WEC,91.72724490695529
WCG,271.62249925401477
WFC,46.506994035508896
WELL,88.09487067328558
WDC,57.77222230699327
WU,21.89229832755195
WRK,34.93639988369412
WY,25.765063126881916
WHR,139.675112830268
WMB,23.69670565923055
WLTW,194.56555599636502
WYNN,110.59586079915364
XEL,62.49720361497667
XRX,29.350000010596382
XLNX,104.58602121141222
XYL,76.50773345099554
YUM,115.84856626722548
ZBH,137.83138741387262
ZION,41.73855463663737
ZTS,123.75694380866156
NYSE: MMM,
NYSE: AXP,
NYSE: BA,
NYSE: CAT,
NYSE: CVX,
NYSE: KO,
NYSE: DOW,
NYSE: XOM,
NYSE: GS,
NYSE: HD,
NYSE: IBM,
NYSE: JNJ,
NYSE: JPM,
NYSE: MCD,
NYSE: MRK,
NYSE: NKE,
NYSE: PFE,
NYSE: PG,
NYSE: TRV,
NYSE: UNH,
NYSE: UTX,
NYSE: VZ,
NYSE: V,
NYSE: WMT,
NYSE: DIS,
ASML,225.86055670844183
BIDU,103.96444447835286
BMRN,74.93472205268012
CHKP,109.04749997456868
CTRP,33.8691667980618
JD,29.862500031789143
LBTYA,26.609999974568684
LBTYK,26.031388971540665
LULU,185.39222208658853
MELI,597.258053249783
NTES,254.21317291259766
NXPI,102.83839077419705
SIRI,6.1999830802281695
TSLA,229.96638785468207
WDAY,183.29499944051108
